Time,Latitude,Longitude,counts
1714173091.01,0,0,468.0
1714173100.97,0,0,56.1
1714173111.0,0,0,57.1
1714173120.97,0,0,52.6
1714173131.01,0,0,55.5
1714173140.97,0,0,54.2
1714173151.01,0,0,52.7
1714173161.0,0,0,54.6
1714173171.0,0,0,52.1
1714173180.97,0,0,52.1
1714173190.97,0,0,51.0
1714173200.97,0,0,51.5
1714173210.97,0,0,53.6
1714173220.97,0,0,51.4
1714173230.97,0,0,51.8
1714173240.99,0,0,53.1
1714173250.98,0,0,56.0
1714173260.97,0,0,55.2
1714173270.96,0,0,55.2
1714173281.02,0,0,53.3
1714173291.01,0,0,54.9
1714173301.01,0,0,53.4
1714173311.02,0,0,54.6
1714173321.01,0,0,52.3
1714173331.02,0,0,57.9
1714173340.97,0,0,56.4
1714173351.01,0,0,56.8
1714173361.02,0,0,58.9
1714173370.98,0,0,51.4
1714173380.98,0,0,53.4
1714173391.0,0,0,52.1
