Time,PM1,PM2.5,PM10,Temperature,Humidity,Pressure,Altitude
30.51803755760193,0,0,0,23.893671875,39.573903641938195,1011.477000819579,14.771898590554555
31.531005859375,0,0,0,23.877265625,39.54878767919985,1011.4700564672999,14.829797277716118
32.544028520584106,0,0,0,23.858125,39.51754448154235,1011.4587710801148,14.923890123757849
33.55702066421509,0,0,0,23.8346875,39.46832953775734,1011.4441361065153,15.045911688646253
34.57008957862854,0,0,0,23.8106640625,39.419071923544294,1011.4303054731421,15.161228244902059
35.58307361602783,0,0,0,23.78625,39.36979238890721,1011.4175889672551,15.267256595842959
36.596104860305786,0,0,0,23.7618359375,39.314696220205164,1011.3927209612361,15.47460548246447
37.60918307304382,0,0,0,23.739765625,39.28903968841412,1011.3715725571913,15.650943657825621
38.62225413322449,0,0,0,23.7137890625,39.239647817704764,1011.3459582547455,15.864523079584234
39.635289907455444,0,0,0,23.6878125,39.219431036916035,1011.3238139484514,16.04917220539833
40.64830493927002,0,0,0,23.6596875,39.18733325028421,1011.2930516999013,16.305687019303896
41.66141319274902,0,0,0,23.63234375,39.19613362719782,1011.2565874247829,16.609757070187193
42.67448353767395,0,0,0,23.6012890625,39.18122657988738,1011.2281141018938,16.84719795707681
43.68745470046997,0,0,0,23.567890625,39.18939433472364,1011.2080647160786,17.014394334130966
44.700634241104126,0,0,0,23.53703125,39.19199844249817,1011.172957334519,17.307169219251765
45.713714361190796,0,0,0,23.508515625,39.22982673281892,1011.1311597161508,17.65574747194266
46.726868629455566,0,0,0,23.47921875,39.25591692463788,1011.0967965380597,17.942333701401953
47.73990726470947,0,0,0,23.44953125,39.30529793453305,1011.0583428497835,18.26304381790625
48.75290584564209,0,0,0,23.4235546875,39.34924507602527,1011.0136364076035,18.635915351654905
49.76592540740967,0,0,0,23.398359375,39.38161279312475,1010.9788442235914,18.926106817931533
50.778931856155396,0,0,0,23.371015625,39.431268804168496,1010.9545183596654,19.12900656227119
51.7942636013031,0,0,0,23.338984375,39.480444813025514,1010.9418297609299,19.23484254035782
52.813995599746704,0,0,0,23.305,39.51774804030656,1010.9156304411782,19.453375246119833
